timestamp,url,latency,status,failure
2026-03-24 20:22:00.786084,https://httpbin.org/get,1.2806689739227295,200,0
2026-03-24 20:22:03.593068,https://example.com,,0,1
2026-03-24 20:22:05.088885,https://jsonplaceholder.typicode.com/posts,0.38741350173950195,200,0
2026-03-24 20:22:08.182707,https://httpbin.org/get,1.1448159217834473,200,0
2026-03-24 20:22:09.950863,http://localhost/test,0.020001649856567383,404,0
2026-03-24 20:22:11.592198,https://jsonplaceholder.typicode.com/posts,0.4578239917755127,200,0
2026-03-24 20:22:12.734851,http://localhost,0.019828081130981445,200,0
2026-03-24 20:22:15.213479,https://httpbin.org/get,1.2798707485198975,200,0
2026-03-24 20:22:16.155155,https://example.com,,0,1
2026-03-24 20:22:18.148445,http://localhost,0.019289731979370117,200,0
2026-03-24 20:22:20.966511,https://httpbin.org/get,1.0974247455596924,200,0
2026-03-24 20:22:21.727992,https://example.com,,0,1
2026-03-24 20:22:23.380651,http://localhost/api,0.011053800582885742,404,0
2026-03-24 20:22:24.450114,http://localhost/test,0.018121004104614258,404,0
2026-03-24 20:22:25.106669,http://localhost/test,0.0189211368560791,404,0
2026-03-24 20:22:26.370515,http://localhost,0.016505718231201172,200,0
2026-03-24 20:22:28.664508,https://jsonplaceholder.typicode.com/posts,0.7016439437866211,200,0
2026-03-24 20:22:30.436829,https://example.com,,0,1
2026-03-24 20:22:32.212897,http://localhost/api,0.018822431564331055,404,0
2026-03-24 20:22:33.093639,https://jsonplaceholder.typicode.com/posts,0.32351231575012207,200,0
2026-03-24 20:22:34.466039,https://jsonplaceholder.typicode.com/posts,0.4002363681793213,200,0
2026-03-24 20:22:36.440586,http://localhost/test,0.014939308166503906,404,0
2026-03-24 20:22:37.581092,http://localhost,0.017066240310668945,200,0
2026-03-24 20:22:39.010315,https://jsonplaceholder.typicode.com/posts,0.3670978546142578,200,0
2026-03-24 20:22:41.677433,https://jsonplaceholder.typicode.com/posts,1.403641939163208,200,0
2026-03-24 20:22:43.365119,http://localhost/api,0.018978118896484375,404,0
2026-03-24 20:22:44.698909,https://example.com,,0,1
2026-03-24 20:22:45.570439,http://localhost,0.01786971092224121,200,0
2026-03-24 20:22:47.090438,http://localhost,0.019032001495361328,200,0
2026-03-24 20:22:47.635909,http://localhost,0.017900943756103516,200,0
2026-03-24 20:22:49.002736,https://jsonplaceholder.typicode.com/posts,0.6823351383209229,200,0
2026-03-24 20:22:50.594285,https://jsonplaceholder.typicode.com/posts,0.3017761707305908,200,0
2026-03-24 20:22:51.771679,http://localhost,0.019944190979003906,200,0
2026-03-24 20:22:53.660744,https://jsonplaceholder.typicode.com/posts,0.390545129776001,200,0
2026-03-24 20:22:54.951636,http://localhost/api,0.020040035247802734,404,0
2026-03-24 20:22:56.587207,https://example.com,,0,1
2026-03-24 20:22:57.274257,https://example.com,,0,1
2026-03-24 20:23:00.087640,http://localhost:8000,,0,1
2026-03-24 20:23:01.418566,http://localhost,0.01722264289855957,200,0
2026-03-24 20:23:02.457230,https://jsonplaceholder.typicode.com/posts,0.2945396900177002,200,0
2026-03-24 20:23:03.861059,https://example.com,,0,1
2026-03-24 20:23:06.339803,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:23:08.427103,https://jsonplaceholder.typicode.com/posts,0.38932299613952637,200,0
2026-03-24 20:23:09.599339,https://jsonplaceholder.typicode.com/posts,0.6063747406005859,200,0
2026-03-24 20:23:11.501074,https://httpbin.org/get,1.0249831676483154,200,0
2026-03-24 20:23:12.866224,http://localhost,0.01939535140991211,200,0
2026-03-24 20:23:14.463407,http://localhost/test,0.01765298843383789,404,0
2026-03-24 20:23:16.702823,https://httpbin.org/get,1.0659184455871582,200,0
2026-03-24 20:23:17.405919,http://localhost/test,0.0178987979888916,404,0
2026-03-24 20:23:19.825621,https://httpbin.org/get,1.309361219406128,200,0
2026-03-24 20:23:20.369180,http://localhost/api,0.018942832946777344,404,0
2026-03-24 20:23:23.256087,https://httpbin.org/get,,0,1
2026-03-24 20:23:23.851588,http://localhost/api,0.017893552780151367,404,0
2026-03-24 20:23:25.217692,https://jsonplaceholder.typicode.com/posts,0.4569706916809082,200,0
2026-03-24 20:23:27.138105,http://localhost/api,0.018017053604125977,404,0
2026-03-24 20:23:28.999094,https://httpbin.org/get,1.217623233795166,200,0
2026-03-24 20:23:30.457000,http://localhost/test,0.01904606819152832,404,0
2026-03-24 20:23:31.348439,http://localhost,0.019051313400268555,200,0
2026-03-24 20:23:32.141374,https://example.com,,0,1
2026-03-24 20:23:34.441759,https://jsonplaceholder.typicode.com/posts,0.41562843322753906,200,0
2026-03-24 20:23:35.106738,http://localhost/test,0.018918275833129883,404,0
2026-03-24 20:23:35.854004,http://localhost,0.019011974334716797,200,0
2026-03-24 20:23:37.859134,https://example.com,,0,1
2026-03-24 20:23:39.202520,http://localhost/test,0.019072294235229492,404,0
2026-03-24 20:23:39.936041,http://localhost,0.017995119094848633,200,0
2026-03-24 20:23:40.858828,http://localhost/api,0.018954992294311523,404,0
2026-03-24 20:23:42.641819,http://localhost/test,0.018883705139160156,404,0
2026-03-24 20:23:44.864219,https://jsonplaceholder.typicode.com/posts,0.3472409248352051,200,0
2026-03-24 20:23:47.770053,http://localhost:8000,,0,1
2026-03-24 20:23:49.741143,https://jsonplaceholder.typicode.com/posts,0.4474515914916992,200,0
2026-03-24 20:23:52.251344,https://httpbin.org/get,1.2072064876556396,200,0
2026-03-24 20:23:54.583966,https://jsonplaceholder.typicode.com/posts,0.44724464416503906,200,0
2026-03-24 20:23:55.378258,http://localhost,0.01994037628173828,200,0
2026-03-24 20:23:57.978564,http://localhost:8000,,0,1
2026-03-24 20:24:01.658270,http://localhost:8000,,0,1
2026-03-24 20:24:02.803795,http://localhost,0.01895284652709961,200,0
2026-03-24 20:24:03.611178,http://localhost/api,0.00888824462890625,404,0
2026-03-24 20:24:05.034245,https://example.com,,0,1
2026-03-24 20:24:05.867410,http://localhost,0.018911361694335938,200,0
2026-03-24 20:24:07.062789,http://localhost/test,0.01822519302368164,404,0
2026-03-24 20:24:08.184762,https://example.com,,0,1
2026-03-24 20:24:09.634181,https://example.com,,0,1
2026-03-24 20:24:11.544338,https://httpbin.org/get,1.0960602760314941,200,0
2026-03-24 20:24:13.275496,https://example.com,,0,1
2026-03-24 20:24:15.093855,http://localhost,0.01984095573425293,200,0
2026-03-24 20:24:17.011419,https://example.com,,0,1
2026-03-24 20:24:18.690171,https://httpbin.org/get,1.1090173721313477,200,0
2026-03-24 20:24:20.055899,http://localhost,0.019000530242919922,200,0
2026-03-24 20:24:21.885540,http://localhost/test,0.009927511215209961,404,0
2026-03-24 20:24:23.104508,http://localhost/test,0.009405136108398438,404,0
2026-03-24 20:24:24.640510,http://localhost/test,0.017907142639160156,404,0
2026-03-24 20:24:26.553272,https://example.com,,0,1
2026-03-24 20:24:27.589442,http://localhost,0.017940998077392578,200,0
2026-03-24 20:24:29.607658,https://jsonplaceholder.typicode.com/posts,0.7478957176208496,200,0
2026-03-24 20:24:31.276755,https://jsonplaceholder.typicode.com/posts,1.0233898162841797,200,0
2026-03-24 20:24:32.534566,http://localhost,0.01055145263671875,200,0
2026-03-24 20:24:34.081570,http://localhost/api,0.017915725708007812,404,0
2026-03-24 20:24:37.039900,http://localhost:8000,,0,1
2026-03-24 20:24:39.980007,https://httpbin.org/get,1.2040672302246094,200,0
2026-03-24 20:24:41.401128,http://localhost,0.020009994506835938,200,0
2026-03-24 20:24:42.617166,http://localhost/test,0.018907546997070312,404,0
2026-03-24 20:24:46.480149,http://localhost:8000,,0,1
2026-03-24 20:24:49.588126,http://localhost:8000,,0,1
2026-03-24 20:24:51.559205,https://example.com,,0,1
2026-03-24 20:24:52.966113,http://localhost/test,0.017927169799804688,404,0
2026-03-24 20:24:54.898541,https://httpbin.org/get,1.166271448135376,200,0
2026-03-24 20:24:56.685524,http://localhost/api,0.018699169158935547,404,0
2026-03-24 20:24:59.394095,http://localhost:8000,,0,1
2026-03-24 20:25:00.058559,https://example.com,,0,1
2026-03-24 20:25:00.842803,http://localhost/test,0.01894354820251465,404,0
2026-03-24 20:25:03.910966,http://localhost:8000,,0,1
2026-03-24 20:25:06.098311,https://jsonplaceholder.typicode.com/posts,0.6369645595550537,200,0
2026-03-24 20:25:08.129973,https://example.com,,0,1
2026-03-24 20:25:10.244010,https://example.com,,0,1
2026-03-24 20:25:11.511001,http://localhost,0.019673585891723633,200,0
2026-03-24 20:25:13.895943,https://jsonplaceholder.typicode.com/posts,0.45059871673583984,200,0
2026-03-24 20:25:15.861073,http://localhost,0.019022464752197266,200,0
2026-03-24 20:25:17.449390,https://jsonplaceholder.typicode.com/posts,0.33861327171325684,200,0
2026-03-24 20:25:18.062200,http://localhost/test,0.018951416015625,404,0
2026-03-24 20:25:19.972273,https://jsonplaceholder.typicode.com/posts,0.6516318321228027,200,0
2026-03-24 20:25:23.479003,https://httpbin.org/get,,0,1
2026-03-24 20:25:24.753033,http://localhost/api,0.019965648651123047,404,0
2026-03-24 20:25:25.780514,https://jsonplaceholder.typicode.com/posts,0.5139720439910889,200,0
2026-03-24 20:25:27.681989,http://localhost/api,0.019936561584472656,404,0
2026-03-24 20:25:31.004638,http://localhost:8000,,0,1
2026-03-24 20:25:32.328769,http://localhost/test,0.01793503761291504,404,0
2026-03-24 20:25:35.720361,http://localhost:8000,,0,1
2026-03-24 20:25:37.122567,http://localhost/api,0.02648186683654785,404,0
2026-03-24 20:25:38.324483,http://localhost/test,0.01891040802001953,404,0
2026-03-24 20:25:39.531678,http://localhost/api,0.018370866775512695,404,0
2026-03-24 20:25:43.403346,http://localhost:8000,,0,1
2026-03-24 20:25:45.347901,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:25:46.494652,http://localhost,0.017915964126586914,200,0
2026-03-24 20:25:47.590334,http://localhost,0.017011642456054688,200,0
2026-03-24 20:25:49.091445,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:25:50.403044,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:25:51.076684,http://localhost,0.017139911651611328,200,0
2026-03-24 20:25:52.079727,https://example.com,,0,1
2026-03-24 20:25:53.992965,http://localhost,0.017615318298339844,200,0
2026-03-24 20:25:56.567446,http://localhost:8000,,0,1
2026-03-24 20:25:57.974136,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:26:00.994267,http://localhost:8000,,0,1
2026-03-24 20:26:03.688926,http://localhost:8000,,0,1
2026-03-24 20:26:07.306673,http://localhost:8000,,0,1
2026-03-24 20:26:08.237806,http://localhost,0.016878604888916016,200,0
2026-03-24 20:26:11.661385,http://localhost:8000,,0,1
2026-03-24 20:26:15.003850,http://localhost:8000,,0,1
2026-03-24 20:26:16.407135,http://localhost,0.01350092887878418,200,0
2026-03-24 20:26:19.878532,http://localhost:8000,,0,1
2026-03-24 20:26:21.412161,http://localhost/test,0.019044876098632812,404,0
2026-03-24 20:26:22.384362,http://localhost/api,0.010988950729370117,404,0
2026-03-24 20:26:23.328013,https://example.com,,0,1
2026-03-24 20:26:25.012120,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:26:28.943334,http://localhost:8000,,0,1
2026-03-24 20:26:30.490854,https://httpbin.org/get,,0,1
2026-03-24 20:26:32.314464,http://localhost/test,0.017226219177246094,404,0
2026-03-24 20:26:34.096652,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:26:35.780360,http://localhost/test,0.013098955154418945,404,0
2026-03-24 20:26:39.676804,http://localhost:8000,,0,1
2026-03-24 20:26:41.603264,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:26:42.875198,http://localhost,0.013196945190429688,200,0
2026-03-24 20:26:43.809460,http://localhost/api,0.019910335540771484,404,0
2026-03-24 20:26:45.026938,https://example.com,,0,1
2026-03-24 20:26:46.944341,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:26:50.899093,http://localhost:8000,,0,1
2026-03-24 20:26:52.311983,https://httpbin.org/get,,0,1
2026-03-24 20:26:53.715408,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:26:54.616702,http://localhost/api,0.012905120849609375,404,0
2026-03-24 20:26:56.612171,http://localhost,0.019837379455566406,200,0
2026-03-24 20:26:57.551635,https://httpbin.org/get,,0,1
2026-03-24 20:27:00.317909,http://localhost:8000,,0,1
2026-03-24 20:27:01.922022,http://localhost/api,0.013378620147705078,404,0
2026-03-24 20:27:02.512938,https://httpbin.org/get,,0,1
2026-03-24 20:27:03.434401,https://example.com,,0,1
2026-03-24 20:27:04.653750,https://httpbin.org/get,,0,1
2026-03-24 20:27:06.115429,http://localhost,0.014958858489990234,200,0
2026-03-24 20:27:07.104422,http://localhost/test,0.019277095794677734,404,0
2026-03-24 20:27:08.652739,https://example.com,,0,1
2026-03-24 20:27:10.546092,http://localhost,0.012884378433227539,200,0
2026-03-24 20:27:11.811338,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:27:12.642159,https://example.com,,0,1
2026-03-24 20:27:15.574342,http://localhost:8000,,0,1
2026-03-24 20:27:16.852854,https://httpbin.org/get,,0,1
2026-03-24 20:27:18.429569,http://localhost/test,0.014398574829101562,404,0
2026-03-24 20:27:19.409044,https://example.com,,0,1
2026-03-24 20:27:20.072464,http://localhost/test,0.017957448959350586,404,0
2026-03-24 20:27:21.006833,http://localhost/api,0.013898372650146484,404,0
2026-03-24 20:27:22.667437,https://httpbin.org/get,,0,1
2026-03-24 20:27:25.522684,http://localhost:8000,,0,1
2026-03-24 20:27:27.506985,https://example.com,,0,1
2026-03-24 20:27:29.113712,https://example.com,,0,1
2026-03-24 20:27:30.209725,http://localhost/api,0.011911630630493164,404,0
2026-03-24 20:27:32.141675,http://localhost,0.01202392578125,200,0
2026-03-24 20:27:33.663681,https://example.com,,0,1
2026-03-24 20:27:34.956722,https://httpbin.org/get,,0,1
2026-03-24 20:27:36.330214,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:27:37.307695,http://localhost/api,0.013197898864746094,404,0
2026-03-24 20:27:38.750032,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:27:39.279688,https://httpbin.org/get,,0,1
2026-03-24 20:27:40.324111,http://localhost,0.019028902053833008,200,0
2026-03-24 20:27:43.680043,http://localhost:8000,,0,1
2026-03-24 20:27:47.401230,http://localhost:8000,,0,1
2026-03-24 20:27:50.614953,http://localhost:8000,,0,1
2026-03-24 20:27:51.777301,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:27:53.531566,http://localhost/api,0.012432575225830078,404,0
2026-03-24 20:27:54.731067,http://localhost/test,0.012293338775634766,404,0
2026-03-24 20:27:55.385188,http://localhost/api,0.012890815734863281,404,0
2026-03-24 20:27:56.197287,http://localhost/test,0.012985944747924805,404,0
2026-03-24 20:27:57.510784,http://localhost/api,0.011459827423095703,404,0
2026-03-24 20:28:00.601064,http://localhost:8000,,0,1
2026-03-24 20:28:01.505397,http://localhost,0.012921571731567383,200,0
2026-03-24 20:28:02.701057,http://localhost,0.01941990852355957,200,0
2026-03-24 20:28:03.941165,https://example.com,,0,1
2026-03-24 20:28:05.783438,https://httpbin.org/get,,0,1
2026-03-24 20:28:07.348332,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:28:08.432560,http://localhost/test,0.012900590896606445,404,0
2026-03-24 20:28:09.192742,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:28:10.682836,http://localhost/test,0.012871742248535156,404,0
2026-03-24 20:28:11.364110,https://httpbin.org/get,,0,1
2026-03-24 20:28:14.277686,http://localhost:8000,,0,1
2026-03-24 20:28:15.453558,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:28:16.083681,https://httpbin.org/get,,0,1
2026-03-24 20:28:17.926018,https://example.com,,0,1
2026-03-24 20:28:18.721849,http://localhost/test,0.017009496688842773,404,0
2026-03-24 20:28:20.194920,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:28:20.760972,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:28:21.368533,https://example.com,,0,1
2026-03-24 20:28:22.195521,https://example.com,,0,1
2026-03-24 20:28:23.147464,https://example.com,,0,1
2026-03-24 20:28:26.210638,http://localhost:8000,,0,1
2026-03-24 20:28:28.189541,http://localhost,0.011341094970703125,200,0
2026-03-24 20:28:29.502738,http://localhost/api,0.019107818603515625,404,0
2026-03-24 20:28:30.269858,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:28:31.960377,https://httpbin.org/get,,0,1
2026-03-24 20:28:33.525238,http://localhost,0.01178598403930664,200,0
2026-03-24 20:28:34.828880,https://example.com,,0,1
2026-03-24 20:28:36.541778,http://localhost/test,0.012578248977661133,404,0
2026-03-24 20:28:39.339214,http://localhost:8000,,0,1
2026-03-24 20:28:40.029185,http://localhost,0.019465923309326172,200,0
2026-03-24 20:28:40.677873,http://localhost/api,0.011916399002075195,404,0
2026-03-24 20:28:41.748170,http://localhost/api,0.019017457962036133,404,0
2026-03-24 20:28:44.298125,http://localhost:8000,,0,1
2026-03-24 20:28:45.329390,http://localhost/api,0.03537559509277344,404,0
2026-03-24 20:28:47.308882,http://localhost/api,0.013483524322509766,404,0
2026-03-24 20:28:49.087746,http://localhost,0.011714696884155273,200,0
2026-03-24 20:28:50.026150,http://localhost/test,0.011527299880981445,404,0
2026-03-24 20:28:51.634159,http://localhost/test,0.012558698654174805,404,0
2026-03-24 20:28:52.168974,https://example.com,,0,1
2026-03-24 20:28:53.957971,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:28:55.483332,http://localhost,0.011891841888427734,200,0
2026-03-24 20:28:57.247685,https://httpbin.org/get,,0,1
2026-03-24 20:28:57.907254,https://httpbin.org/get,,0,1
2026-03-24 20:28:59.190570,https://example.com,,0,1
2026-03-24 20:29:00.117824,http://localhost/api,0.013875484466552734,404,0
2026-03-24 20:29:01.752099,http://localhost/api,0.011584281921386719,404,0
2026-03-24 20:29:03.769351,http://localhost/api,0.013896465301513672,404,0
2026-03-24 20:29:06.599108,http://localhost:8000,,0,1
2026-03-24 20:29:07.315425,http://localhost/test,0.011985301971435547,404,0
2026-03-24 20:29:10.923687,http://localhost:8000,,0,1
2026-03-24 20:29:11.766237,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:29:13.342695,http://localhost/test,0.014089822769165039,404,0
2026-03-24 20:29:15.006252,http://localhost/api,0.010957002639770508,404,0
2026-03-24 20:29:15.669435,https://example.com,,0,1
2026-03-24 20:29:17.180329,https://httpbin.org/get,,0,1
2026-03-24 20:29:18.200428,https://example.com,,0,1
2026-03-24 20:29:19.361077,http://localhost,0.012962818145751953,200,0
2026-03-24 20:29:23.254425,http://localhost:8000,,0,1
2026-03-24 20:29:26.378040,http://localhost:8000,,0,1
2026-03-24 20:29:27.410308,https://httpbin.org/get,,0,1
2026-03-24 20:29:29.329152,https://example.com,,0,1
2026-03-24 20:29:30.376173,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:29:31.403804,https://httpbin.org/get,,0,1
2026-03-24 20:29:34.010228,http://localhost:8000,,0,1
2026-03-24 20:29:35.253066,http://localhost,0.012404203414916992,200,0
2026-03-24 20:29:36.833743,https://httpbin.org/get,,0,1
2026-03-24 20:29:37.572053,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:29:38.753637,http://localhost/test,0.012038707733154297,404,0
2026-03-24 20:29:39.737258,http://localhost,0.0125579833984375,200,0
2026-03-24 20:29:40.944164,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:29:41.805367,https://example.com,,0,1
2026-03-24 20:29:42.457152,http://localhost,0.014918804168701172,200,0
2026-03-24 20:29:46.061771,http://localhost:8000,,0,1
2026-03-24 20:29:49.371038,http://localhost:8000,,0,1
2026-03-24 20:29:50.435092,http://localhost/api,0.03652763366699219,404,0
2026-03-24 20:29:52.380101,https://httpbin.org/get,,0,1
2026-03-24 20:29:54.019485,https://httpbin.org/get,,0,1
2026-03-24 20:29:54.586766,http://localhost/api,0.015024900436401367,404,0
2026-03-24 20:29:55.779059,http://localhost/api,0.017871618270874023,404,0
2026-03-24 20:29:59.568623,http://localhost:8000,,0,1
2026-03-24 20:30:01.001060,http://localhost,0.017252445220947266,200,0
2026-03-24 20:30:02.969607,https://example.com,,0,1
2026-03-24 20:30:04.868961,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:30:07.788381,http://localhost:8000,,0,1
2026-03-24 20:30:11.490210,http://localhost:8000,,0,1
2026-03-24 20:30:12.697607,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:30:15.337939,http://localhost:8000,,0,1
2026-03-24 20:30:17.209563,https://example.com,,0,1
2026-03-24 20:30:19.055891,http://localhost/test,0.012611627578735352,404,0
2026-03-24 20:30:21.654392,http://localhost:8000,,0,1
2026-03-24 20:30:22.581157,http://localhost/api,0.017908811569213867,404,0
2026-03-24 20:30:23.491342,http://localhost,0.010916709899902344,200,0
2026-03-24 20:30:24.223106,https://httpbin.org/get,,0,1
2026-03-24 20:30:25.682116,http://localhost/api,0.012447118759155273,404,0
2026-03-24 20:30:26.919899,https://example.com,,0,1
2026-03-24 20:30:28.341015,http://localhost/api,0.012914180755615234,404,0
2026-03-24 20:30:29.275449,https://httpbin.org/get,,0,1
2026-03-24 20:30:31.250706,https://httpbin.org/get,,0,1
2026-03-24 20:30:31.995914,http://localhost/test,0.016795635223388672,404,0
2026-03-24 20:30:34.957044,http://localhost:8000,,0,1
2026-03-24 20:30:35.992830,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:30:37.500795,http://localhost/test,0.017229318618774414,404,0
2026-03-24 20:30:39.067585,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:30:42.122922,http://localhost:8000,,0,1
2026-03-24 20:30:45.564490,http://localhost:8000,,0,1
2026-03-24 20:30:47.423497,https://example.com,,0,1
2026-03-24 20:30:48.170551,https://jsonplaceholder.typicode.com/posts,,0,1
2026-03-24 20:30:50.026721,http://localhost/test,0.017200946807861328,404,0
